x 	 y 	 b 	 n 	 func
 0.200000 	 0.310000 	 1.330000 	 19.000000 	 0.597227
 0.200000 	 0.310000 	 1.385000 	 1.000000 	 0.523060
 0.200000 	 0.310000 	 1.385000 	 7.000000 	 0.599405
 0.200000 	 0.310000 	 1.385000 	 19.000000 	 0.600275
 0.200000 	 0.310000 	 1.440000 	 1.000000 	 0.515151
 0.200000 	 0.310000 	 1.440000 	 7.000000 	 0.602554
 0.200000 	 0.310000 	 1.440000 	 19.000000 	 0.602967
 0.200000 	 0.310000 	 1.495000 	 1.000000 	 0.507098
 0.200000 	 0.310000 	 1.495000 	 7.000000 	 0.605569
 0.200000 	 0.310000 	 1.495000 	 19.000000 	 0.605356
 0.200000 	 0.310000 	 1.550000 	 1.000000 	 0.498977
 0.200000 	 0.310000 	 1.550000 	 7.000000 	 0.608478
 0.200000 	 0.310000 	 1.550000 	 19.000000 	 0.607489
 0.200000 	 0.310000 	 1.605000 	 1.000000 	 0.490846
 0.200000 	 0.310000 	 1.605000 	 7.000000 	 0.611295
 0.200000 	 0.310000 	 1.605000 	 19.000000 	 0.609403
 0.200000 	 0.310000 	 1.660000 	 1.000000 	 0.482753
 0.200000 	 0.310000 	 1.660000 	 7.000000 	 0.614024
 0.200000 	 0.310000 	 1.660000 	 19.000000 	 0.611128
 0.200000 	 0.310000 	 1.715000 	 1.000000 	 0.474733
 0.200000 	 0.310000 	 1.715000 	 7.000000 	 0.616665
 0.200000 	 0.310000 	 1.715000 	 19.000000 	 0.612691
 0.200000 	 0.310000 	 1.770000 	 1.000000 	 0.466813
 0.200000 	 0.310000 	 1.770000 	 7.000000 	 0.619210
 0.200000 	 0.310000 	 1.770000 	 19.000000 	 0.614113
 0.200000 	 0.310000 	 1.825000 	 1.000000 	 0.459014
 0.200000 	 0.310000 	 1.825000 	 7.000000 	 0.621650
 0.200000 	 0.310000 	 1.825000 	 19.000000 	 0.615410
